task,level,test_year,features,model,recal,n_train,n_test,n_features,fit_seconds,PR_AUC,ROC_AUC,Brier,LogLoss,base_rate
y_run6,hour,2022,cal+AR(D-1),lgbm,month,25538,8760,24,6.982,0.07977611370665864,0.925401047405364,0.005441175548887509,0.05571072491897132,0.004908675799086758
y_run6,hour,2022,cal+FC,logit,month,26299,8760,38,1.313,0.3736161591917609,0.9956086876485669,0.00523198511000358,0.018202626832507847,0.004908675799086758
y_run6,hour,2022,cal+FC,lgbm,month,26299,8760,38,8.178,0.35927178056702175,0.9956220269934984,0.005944234741784152,0.034503000864771934,0.004908675799086758
y_run6,hour,2022,cal+AR(D-1)+FC,logit,month,25538,8760,55,1.95,0.5808349797617539,0.9970573405081223,0.0028985519735004665,0.00980913623104744,0.004908675799086758
y_run6,hour,2022,cal+AR(D-1)+FC,lgbm,month,25538,8760,55,9.918,0.838142177031412,0.9990288956889906,0.0017296478546582747,0.0078731687014749,0.004908675799086758
y_run6,hour,2023,cal,logit,month,35065,8760,7,0.304,0.04873861813620989,0.7248460707253245,0.022518856011155945,0.11066221360032794,0.023059360730593607
y_run6,hour,2023,cal,lgbm,month,35065,8760,7,4.577,0.11984243236736174,0.818000180480773,0.024514524623432152,0.17613385602453555,0.023059360730593607
y_run6,hour,2023,cal+AR(D-2),logit,month,34298,8760,14,0.673,0.09929612398683946,0.8277397791193001,0.02268452840948556,0.11041298190547781,0.023059360730593607
y_run6,hour,2023,cal+AR(D-2),lgbm,month,34298,8760,14,6.585,0.2065679949846463,0.8468169439051874,0.02172754890240006,0.2069382890975051,0.023059360730593607
y_run6,hour,2023,cal+AR(D-1),logit,month,34298,8760,24,1.148,0.19336659019846592,0.87532654293707,0.022519825111145197,0.12795191759812072,0.023059360730593607
y_run6,hour,2023,cal+AR(D-1),lgbm,month,34298,8760,24,7.514,0.26068156630516526,0.8802851364827999,0.021831923934253192,0.2049075103320216,0.023059360730593607
y_run6,hour,2023,cal+FC,logit,month,35059,8760,38,1.337,0.7329565271713594,0.9877990369731061,0.01708682529308311,0.05473675141864667,0.023059360730593607
y_run6,hour,2023,cal+FC,lgbm,month,35059,8760,38,9.984,0.7615916786595442,0.9860451340763896,0.016612049930509885,0.09811388985986622,0.023059360730593607
y_run6,hour,2023,cal+AR(D-1)+FC,logit,month,34298,8760,55,2.202,0.7601637573008387,0.988124712214152,0.016143191821758735,0.05579981626425052,0.023059360730593607
y_run6,hour,2023,cal+AR(D-1)+FC,lgbm,month,34298,8760,55,12.229,0.8565935441662602,0.9926216914750601,0.01088769381349145,0.06493015822660693,0.023059360730593607
y_run6,hour,2024,cal,logit,month,43825,8784,7,0.381,0.13584852079146253,0.809843267034001,0.029666493388204002,0.12660207903101672,0.031876138433515486
y_run6,hour,2024,cal,lgbm,month,43825,8784,7,5.731,0.09157152222467363,0.7647346626797473,0.03412852365023985,0.22421366467015383,0.031876138433515486
y_run6,hour,2024,cal+AR(D-2),logit,month,43058,8784,14,0.656,0.23212453464573518,0.868461060341352,0.027602441281305148,0.11071522315967387,0.031876138433515486
y_run6,hour,2024,cal+AR(D-2),lgbm,month,43058,8784,14,7.729,0.1922081900608048,0.8401999899207095,0.031053368077546484,0.21427810806298253,0.031876138433515486
y_run6,hour,2024,cal+AR(D-1),logit,month,43058,8784,24,1.317,0.3741486279425653,0.907941220938046,0.024565386219615758,0.09606915539434296,0.031876138433515486
y_run6,hour,2024,cal+AR(D-1),lgbm,month,43058,8784,24,9.189,0.348151753236391,0.9084338462572236,0.02833796449926391,0.17222061316064344,0.031876138433515486
y_run6,hour,2024,cal+FC,logit,month,43819,8784,38,1.978,0.4524163148519234,0.9745161940599382,0.023928907809714427,0.0761887106221873,0.031876138433515486
y_run6,hour,2024,cal+FC,lgbm,month,43819,8784,38,11.586,0.46809535952577075,0.9643482898803923,0.026088416352812928,0.18302370059776787,0.031876138433515486
y_run6,hour,2024,cal+AR(D-1)+FC,logit,month,43058,8784,55,3.141,0.6036376871806184,0.9796016160462304,0.021011231299307653,0.06693724430989433,0.031876138433515486
y_run6,hour,2024,cal+AR(D-1)+FC,lgbm,month,43058,8784,55,15.566,0.6226765366904702,0.9786793609729876,0.021192769129171573,0.15221540869340053,0.031876138433515486
y_run6,hour,2025,cal,logit,month,52609,8759,7,0.397,0.3028241584161076,0.8023144020515272,0.03992801166292374,0.16368148373289007,0.04452563077976938
y_run6,hour,2025,cal,lgbm,month,52609,8759,7,5.773,0.15032381909508286,0.8061987003318106,0.05202321700889415,0.2611774317491456,0.04452563077976938
y_run6,hour,2025,cal+AR(D-2),logit,month,51842,8759,14,0.604,0.3989299228167641,0.8816931226657597,0.032613745232562476,0.12886793960134296,0.04452563077976938
y_run6,hour,2025,cal+AR(D-2),lgbm,month,51842,8759,14,8.567,0.2830494689963016,0.8450530192315352,0.039068714614086356,0.2362944908946412,0.04452563077976938
y_run6,hour,2025,cal+AR(D-1),logit,month,51842,8759,24,1.43,0.539367881465869,0.935849027699906,0.028529943809387115,0.10467998203008597,0.04452563077976938
y_run6,hour,2025,cal+AR(D-1),lgbm,month,51842,8759,24,10.568,0.47755899377556366,0.9386842774463757,0.03509301002724855,0.18881108932205515,0.04452563077976938
y_run6,hour,2025,cal+FC,logit,month,52603,8759,38,2.299,0.8116744295369,0.9880964855035831,0.01757451296162717,0.05548355771859043,0.04452563077976938
y_run6,hour,2025,cal+FC,lgbm,month,52603,8759,38,13.777,0.7757985781533517,0.9864503004065677,0.023133397911659644,0.10633590400080194,0.04452563077976938
y_run6,hour,2025,cal+AR(D-1)+FC,logit,month,51842,8759,55,4.406,0.787560614600596,0.98660042709511,0.01913327729416251,0.06307008791554718,0.04452563077976938
y_run6,hour,2025,cal+AR(D-1)+FC,lgbm,month,51842,8759,55,16.978,0.8189622683699325,0.9896522882064763,0.021640139796390654,0.10755125930457665,0.04452563077976938
y_day4,day,2021,cal,logit,month,732,365,7,0.035,0.2075329630562623,0.8379981746273197,0.046064994534889186,0.170085473591978,0.052054794520547946
y_day4,day,2021,cal,lgbm,month,732,365,7,1.549,0.21537982528907998,0.8090964405232736,0.05692076478320244,0.30947523973727525,0.052054794520547946
y_day4,day,2021,cal+AR(D-2),logit,month,700,365,14,0.064,0.34991025651163254,0.8302403407362337,0.04233964023439223,0.17215300827729282,0.052054794520547946
y_day4,day,2021,cal+AR(D-2),lgbm,month,700,365,14,2.169,0.2927993213164349,0.7806510495892911,0.04848185660670123,0.3900759140990138,0.052054794520547946
y_day4,day,2021,cal+AR(D-1),logit,month,700,365,24,0.084,0.522934079037499,0.9044721630666261,0.03628295391954317,0.1413371273582236,0.052054794520547946
y_day4,day,2021,cal+AR(D-1),lgbm,month,700,365,24,2.41,0.46648675178571297,0.8665956799513235,0.03979046574706282,0.3301002240674873,0.052054794520547946
y_day4,day,2021,cal+FC,logit,month,731,365,38,0.119,0.9034524807801549,0.99178582293885,0.014275999722360797,0.04853293919257435,0.052054794520547946
y_day4,day,2021,cal+FC,lgbm,month,731,365,38,2.389,0.866080970610871,0.9818983875874657,0.024249951245060193,0.14650318007059082,0.052054794520547946
y_day4,day,2021,cal+AR(D-1)+FC,logit,month,700,365,55,0.141,0.868564802835976,0.9873745056282325,0.014750958138035607,0.0558724524403696,0.052054794520547946
y_day4,day,2021,cal+AR(D-1)+FC,lgbm,month,700,365,55,3.797,0.869327508537169,0.9780955278369333,0.022429713346828743,0.15076631553167608,0.052054794520547946
y_day4,day,2022,cal,logit,month,1097,365,7,0.047,0.14605297597343248,0.624507042253521,0.03319155052659347,0.15060138282740962,0.0273972602739726
y_day4,day,2022,cal,lgbm,month,1097,365,7,1.816,0.03886371125440994,0.6025352112676057,0.048540110314784154,0.32468158510717976,0.0273972602739726
y_day4,day,2022,cal+AR(D-2),logit,month,1065,365,14,0.076,0.15917790254130623,0.8256338028169015,0.026433474023313017,0.117405509348167,0.0273972602739726
y_day4,day,2022,cal+AR(D-2),lgbm,month,1065,365,14,2.698,0.27236451584697174,0.8047887323943662,0.022647658870285064,0.22075410876131019,0.0273972602739726
y_day4,day,2022,cal+AR(D-1),logit,month,1065,365,24,0.096,0.1892967150432286,0.9276056338028169,0.03012462828153752,0.10414354347946637,0.0273972602739726
y_day4,day,2022,cal+AR(D-1),lgbm,month,1065,365,24,3.076,0.20814528371803911,0.9061971830985915,0.03505079421065544,0.2154954912846934,0.0273972602739726
y_day4,day,2022,cal+FC,logit,month,1096,365,38,0.128,0.4529543886065625,0.9743661971830986,0.02975761338844075,0.09758995025871547,0.0273972602739726
y_day4,day,2022,cal+FC,lgbm,month,1096,365,38,2.753,0.5099142096495335,0.963943661971831,0.0321735798737049,0.23292923559122058,0.0273972602739726
y_day4,day,2022,cal+AR(D-1)+FC,logit,month,1065,365,55,0.17,0.5311922799422799,0.9859154929577465,0.0189666718949849,0.05778440384511923,0.0273972602739726
y_day4,day,2022,cal+AR(D-1)+FC,lgbm,month,1065,365,55,3.435,0.6208381895881896,0.9822535211267606,0.021817760629443753,0.11328631755999101,0.0273972602739726
y_day4,day,2023,cal,logit,month,1462,365,7,0.044,0.1382307214894969,0.6272727272727272,0.08898338046877431,0.34105515089824073,0.0958904109589041
y_day4,day,2023,cal,lgbm,month,1462,365,7,1.682,0.18396440682717619,0.7087445887445888,0.10120653597051148,0.6629421750459306,0.0958904109589041
y_day4,day,2023,cal+AR(D-2),logit,month,1430,365,14,0.083,0.21391099055440016,0.7090909090909091,0.08534545438011859,0.33258699835578326,0.0958904109589041
y_day4,day,2023,cal+AR(D-2),lgbm,month,1430,365,14,2.468,0.3264940609360655,0.7541125541125541,0.08753110910872915,0.822683488868509,0.0958904109589041
y_day4,day,2023,cal+AR(D-1),logit,month,1430,365,24,0.094,0.41422149902350713,0.8071861471861472,0.07326801245312127,0.2929760816930988,0.0958904109589041
y_day4,day,2023,cal+AR(D-1),lgbm,month,1430,365,24,2.958,0.36595559160952656,0.8212987012987013,0.08341264725198079,0.7533634180827118,0.0958904109589041
y_day4,day,2023,cal+FC,logit,month,1461,365,38,0.134,0.7648046020424075,0.9641558441558441,0.05016727985178749,0.16392810960084847,0.0958904109589041
y_day4,day,2023,cal+FC,lgbm,month,1461,365,38,2.948,0.8018731589270404,0.9661471861471862,0.04846380625017455,0.3084637597660141,0.0958904109589041
y_day4,day,2023,cal+AR(D-1)+FC,logit,month,1430,365,55,0.167,0.8176442207496434,0.9734199134199134,0.03989297697086985,0.13234857221524005,0.0958904109589041
y_day4,day,2023,cal+AR(D-1)+FC,lgbm,month,1430,365,55,3.824,0.8407894249241604,0.9755844155844156,0.046328112438785644,0.25815516729662547,0.0958904109589041
y_day4,day,2024,cal,logit,month,1827,366,7,0.046,0.3004762388532777,0.6686909954176559,0.13440118228009534,0.46410768532673496,0.16120218579234974
y_day4,day,2024,cal,lgbm,month,1827,366,7,1.713,0.2521423380403925,0.6261800916468835,0.15198450665307459,0.9250209002851587,0.16120218579234974
y_day4,day,2024,cal+AR(D-2),logit,month,1795,366,14,0.087,0.36584958387058286,0.7129685860983823,0.1258331657481353,0.43441189560329413,0.16120218579234974
y_day4,day,2024,cal+AR(D-2),lgbm,month,1795,366,14,2.583,0.3174610485111453,0.7160602881908023,0.14983282370686526,0.9342825075319348,0.16120218579234974
y_day4,day,2024,cal+AR(D-1),logit,month,1795,366,24,0.135,0.5256202411503946,0.8191354275934412,0.10680986090514241,0.3593440947959053,0.16120218579234974
y_day4,day,2024,cal+AR(D-1),lgbm,month,1795,366,24,3.704,0.5028409336546831,0.8263678021310661,0.12359472070506035,0.7771789691647745,0.16120218579234974
y_day4,day,2024,cal+FC,logit,month,1826,366,38,0.174,0.6965774209354508,0.9278970904874952,0.08260428328387297,0.26177114310382976,0.16120218579234974
y_day4,day,2024,cal+FC,lgbm,month,1826,366,38,4.474,0.7067915313478974,0.9290564787721527,0.0977142047613892,0.6865079351161454,0.16120218579234974
y_day4,day,2024,cal+AR(D-1)+FC,logit,month,1795,366,55,0.207,0.744600580276409,0.9414232871418319,0.07140438581878042,0.23581403732326328,0.16120218579234974
y_day4,day,2024,cal+AR(D-1)+FC,lgbm,month,1795,366,55,4.651,0.7904992363088044,0.9466681389057583,0.07586018208010845,0.5048500928957836,0.16120218579234974
y_day4,day,2025,cal,logit,month,2193,365,7,0.042,0.5098334693741327,0.7447552447552447,0.16716603691937876,0.5348841391393393,0.21643835616438356
y_day4,day,2025,cal,lgbm,month,2193,365,7,1.743,0.30164451521291125,0.6499070549703461,0.21072257615177864,0.9798277310763426,0.21643835616438356
y_day4,day,2025,cal+AR(D-2),logit,month,2161,365,14,0.091,0.680402128607331,0.8583252190847126,0.11543789717206494,0.37118275346022134,0.21643835616438356
y_day4,day,2025,cal+AR(D-2),lgbm,month,2161,365,14,2.558,0.6150076558939918,0.8006550411613702,0.14159704500842982,0.6621781220203073,0.21643835616438356
y_day4,day,2025,cal+AR(D-1),logit,month,2161,365,24,0.146,0.7540455862363205,0.9146676108701425,0.09573856687901121,0.3010622033140099,0.21643835616438356
y_day4,day,2025,cal+AR(D-1),lgbm,month,2161,365,24,3.514,0.7280320113573742,0.8846153846153846,0.13214566603055886,0.6132410631561288,0.21643835616438356
y_day4,day,2025,cal+FC,logit,month,2192,365,38,0.226,0.8459153131559385,0.9456050278835089,0.0745215440119776,0.2404997934411043,0.21643835616438356
y_day4,day,2025,cal+FC,lgbm,month,2192,365,38,3.834,0.7830079834742562,0.9290962202354608,0.11361096691051487,0.6611696913218055,0.21643835616438356
y_day4,day,2025,cal+AR(D-1)+FC,logit,month,2161,365,55,0.284,0.8649731227660209,0.9556962025316456,0.06936369405681443,0.2199644275853103,0.21643835616438356
y_day4,day,2025,cal+AR(D-1)+FC,lgbm,month,2161,365,55,4.926,0.853682007740212,0.9520226608834204,0.08893719925496017,0.5149565141441671,0.21643835616438356
