task,level,test_year,features,model,recal,n_train,n_test,n_features,fit_seconds,PR_AUC,ROC_AUC,Brier,LogLoss,base_rate
y_run3,hour,2023,cal+FC,logit,month,35059,8760,38,1.429,0.7701836481962189,0.9874216227408908,0.018675786296300154,0.06094669685492398,0.03333333333333333
y_run3,hour,2023,cal+FC,lgbm,month,35059,8760,38,10.084,0.7852198428390175,0.9876396069651419,0.019537118602860105,0.08580437622405827,0.03333333333333333
y_run3,hour,2023,cal+AR(D-1)+FC,logit,month,34298,8760,55,2.951,0.7889575900984208,0.9876756006496658,0.017333542776521316,0.05847040302731892,0.03333333333333333
y_run3,hour,2023,cal+AR(D-1)+FC,lgbm,month,34298,8760,55,13.906,0.8206769710291144,0.9891367824719653,0.017268404837385738,0.09052984027870546,0.03333333333333333
y_run3,hour,2024,cal,logit,month,43825,8784,7,0.355,0.21560143897139,0.7783585145985659,0.04380579336932063,0.1779874317413467,0.048383424408014575
y_run3,hour,2024,cal,lgbm,month,43825,8784,7,5.511,0.19871092677751565,0.8140623350668178,0.04475703865696335,0.22731602259836917,0.048383424408014575
y_run3,hour,2024,cal+AR(D-2),logit,month,43058,8784,14,0.603,0.29189615169005917,0.8548402215294539,0.039883113855869796,0.1527778249083385,0.048383424408014575
y_run3,hour,2024,cal+AR(D-2),lgbm,month,43058,8784,14,7.393,0.2662399179025744,0.8401681878637326,0.04391714771236285,0.23591377928966759,0.048383424408014575
y_run3,hour,2024,cal+AR(D-1),logit,month,43058,8784,24,1.368,0.4466571359811533,0.9060931859285165,0.03458028115640802,0.12940576614846452,0.048383424408014575
y_run3,hour,2024,cal+AR(D-1),lgbm,month,43058,8784,24,7.908,0.44340029398871983,0.9168016157294356,0.037644196448403416,0.1795838293431042,0.048383424408014575
y_run3,hour,2024,cal+FC,logit,month,43819,8784,38,1.946,0.6791279710481462,0.9788846118660408,0.025980325117431285,0.08286744877568887,0.048383424408014575
y_run3,hour,2024,cal+FC,lgbm,month,43819,8784,38,11.636,0.6569552383019248,0.9741745072236335,0.03058384382997619,0.13873184515628809,0.048383424408014575
y_run3,hour,2024,cal+AR(D-1)+FC,logit,month,43058,8784,55,4.061,0.7381146129203998,0.9824082531684765,0.024986171993810948,0.07850299033376666,0.048383424408014575
y_run3,hour,2024,cal+AR(D-1)+FC,lgbm,month,43058,8784,55,15.974,0.7365861231415416,0.9814892014946904,0.025308962944683436,0.12854423970308146,0.048383424408014575
