task,level,test_year,features,model,recal,n_train,n_test,n_features,fit_seconds,PR_AUC,ROC_AUC,Brier,LogLoss,base_rate
y_run6,hour,2022,cal+AR(D-1),logit,month,25538,8760,24,0.836,0.07961900192758262,0.9613852642924411,0.006644863036686307,0.0266613948146721,0.004908675799086758
y_run6,hour,2022,cal+AR(D-1),lgbm,month,25538,8760,24,5.848,0.14780394889051815,0.9694582358449542,0.00559823427826945,0.05220219482030692,0.004908675799086758
y_run6,hour,2022,cal+FC,logit,month,26299,8760,38,1.314,0.4460763483496923,0.9931462445742214,0.005028455443697422,0.01822821241063281,0.004908675799086758
y_run6,hour,2022,cal+FC,lgbm,month,26299,8760,38,6.033,0.5068654999419575,0.9965264345798507,0.005386603185801412,0.03105125157913104,0.004908675799086758
y_run6,hour,2022,cal+AR(D-1)+FC,logit,month,25538,8760,55,1.701,0.6680577393732099,0.9976416038161198,0.0029014119691116586,0.009842183490892433,0.004908675799086758
y_run6,hour,2022,cal+AR(D-1)+FC,lgbm,month,25538,8760,55,7.664,0.9290187363365735,0.9994557547267968,0.0011726842598470506,0.005478235663228524,0.004908675799086758
y_run6,hour,2023,cal,logit,month,35065,8760,7,0.206,0.045435321012478616,0.7010769843051142,0.02257100950551172,0.11803199499875265,0.023059360730593607
y_run6,hour,2023,cal,lgbm,month,35065,8760,7,4.803,0.09857384797981741,0.7709143665009175,0.025418070342546024,0.2877056664145422,0.023059360730593607
y_run6,hour,2023,cal+AR(D-2),logit,month,34298,8760,14,0.52,0.10138882885541627,0.804313721860618,0.02233254543148198,0.10669298816692109,0.023059360730593607
y_run6,hour,2023,cal+AR(D-2),lgbm,month,34298,8760,14,5.852,0.16587840704828066,0.8354489690614305,0.023159279293936998,0.256499166055052,0.023059360730593607
y_run6,hour,2023,cal+AR(D-1),logit,month,34298,8760,24,0.565,0.14633944873653215,0.8132359508444417,0.02426088820453725,0.14425800862679541,0.023059360730593607
y_run6,hour,2023,cal+AR(D-1),lgbm,month,34298,8760,24,5.398,0.23898393526407746,0.8920924547467601,0.022497911207960714,0.22668710974624653,0.023059360730593607
y_run6,hour,2023,cal+FC,logit,month,35059,8760,38,0.742,0.8123822167514707,0.9912096608118396,0.01610091428164873,0.05423100870844427,0.023059360730593607
y_run6,hour,2023,cal+FC,lgbm,month,35059,8760,38,6.464,0.8176694114313222,0.9935518616128965,0.010677445570485652,0.0728318368119933,0.023059360730593607
y_run6,hour,2023,cal+AR(D-1)+FC,logit,month,34298,8760,55,1.282,0.7414132377655267,0.9870366213999292,0.017595254595947192,0.07339763677846502,0.023059360730593607
y_run6,hour,2023,cal+AR(D-1)+FC,lgbm,month,34298,8760,55,7.513,0.8305751375133186,0.9934321195615706,0.010444828614467693,0.06616431988654181,0.023059360730593607
y_run6,hour,2024,cal,logit,month,43825,8784,7,0.193,0.2017141534537965,0.8450787864534336,0.02867748945110705,0.1161427179782742,0.031876138433515486
y_run6,hour,2024,cal,lgbm,month,43825,8784,7,5.122,0.09602909112336301,0.7686569765488509,0.037183577758659124,0.3059463685810273,0.031876138433515486
y_run6,hour,2024,cal+AR(D-2),logit,month,43058,8784,14,0.587,0.23416857113709372,0.8683367490928638,0.027424392607490647,0.10802341721234943,0.031876138433515486
y_run6,hour,2024,cal+AR(D-2),lgbm,month,43058,8784,14,5.733,0.1786919086144981,0.8264022812793979,0.032612163080866535,0.2770370969216124,0.031876138433515486
y_run6,hour,2024,cal+AR(D-1),logit,month,43058,8784,24,0.6,0.39068442038616624,0.9042425413250907,0.024501063540329125,0.09606403703555669,0.031876138433515486
y_run6,hour,2024,cal+AR(D-1),lgbm,month,43058,8784,24,6.878,0.33796719037413997,0.8694286722214758,0.028353095325807653,0.229002082849427,0.031876138433515486
y_run6,hour,2024,cal+FC,logit,month,43819,8784,38,1.518,0.6311986511728939,0.9796385734444295,0.01959591535554789,0.06608571767237438,0.031876138433515486
y_run6,hour,2024,cal+FC,lgbm,month,43819,8784,38,6.912,0.5908748823266748,0.9769419432871926,0.02359960630051195,0.21165943080035296,0.031876138433515486
y_run6,hour,2024,cal+AR(D-1)+FC,logit,month,43058,8784,55,2.286,0.720542746671206,0.9821445370245935,0.016744148721005034,0.060857860875201245,0.031876138433515486
y_run6,hour,2024,cal+AR(D-1)+FC,lgbm,month,43058,8784,55,8.961,0.639615974910418,0.9790690935358151,0.021811523827459472,0.18551694564942484,0.031876138433515486
y_run6,hour,2025,cal,logit,month,52609,8759,7,0.232,0.3214272763376298,0.8596395121189004,0.035902966266310565,0.1379582357770857,0.04452563077976938
y_run6,hour,2025,cal,lgbm,month,52609,8759,7,4.284,0.26112517104874705,0.8145385442613308,0.04039240231931404,0.2748256063645728,0.04452563077976938
y_run6,hour,2025,cal+AR(D-2),logit,month,51842,8759,14,0.281,0.34814201275902695,0.8754175207036958,0.0347200148935447,0.13478140207011297,0.04452563077976938
y_run6,hour,2025,cal+AR(D-2),lgbm,month,51842,8759,14,6.488,0.24697599058814096,0.8141048619600418,0.041591747652430365,0.3251547749555546,0.04452563077976938
y_run6,hour,2025,cal+AR(D-1),logit,month,51842,8759,24,0.661,0.463352354870787,0.9287921541954282,0.030869749591725646,0.11410194782740823,0.04452563077976938
y_run6,hour,2025,cal+AR(D-1),lgbm,month,51842,8759,24,7.695,0.39719408386219496,0.920542539469532,0.0377387118978239,0.27004099186264885,0.04452563077976938
y_run6,hour,2025,cal+FC,logit,month,52603,8759,38,1.688,0.7943937214200094,0.9897438961245867,0.01715984727801609,0.0555004214848143,0.04452563077976938
y_run6,hour,2025,cal+FC,lgbm,month,52603,8759,38,9.913,0.7755433663472275,0.9863813646822369,0.02470198509552712,0.16871319364347395,0.04452563077976938
y_run6,hour,2025,cal+AR(D-1)+FC,logit,month,51842,8759,55,2.09,0.7782396977468595,0.9874567619817949,0.01882689280097554,0.0657220953125263,0.04452563077976938
y_run6,hour,2025,cal+AR(D-1)+FC,lgbm,month,51842,8759,55,12.206,0.7950233646737701,0.9885085679445818,0.024110534319267244,0.1668788582736425,0.04452563077976938
y_day4,day,2021,cal,logit,month,732,365,7,0.079,0.2754340739268566,0.8477334955886827,0.045359646013297,0.167039319204611,0.052054794520547946
y_day4,day,2021,cal,lgbm,month,732,365,7,2.004,0.1929443147480393,0.7900821417706114,0.06369768671034365,0.37464099306414345,0.052054794520547946
y_day4,day,2021,cal+AR(D-2),logit,month,700,365,14,0.11,0.34241411848738573,0.8471250380285975,0.042014984775542476,0.1631635365577392,0.052054794520547946
y_day4,day,2021,cal+AR(D-2),lgbm,month,700,365,14,2.878,0.28963690787781504,0.7943413446912078,0.04865973928152408,0.4059486575468004,0.052054794520547946
y_day4,day,2021,cal+AR(D-1),logit,month,700,365,24,0.164,0.4882359834777001,0.9011256464861576,0.03600044081930775,0.1397429642037786,0.052054794520547946
y_day4,day,2021,cal+AR(D-1),lgbm,month,700,365,24,3.311,0.43695747748092184,0.8789169455430484,0.04299728430660814,0.3383284811483251,0.052054794520547946
y_day4,day,2021,cal+FC,logit,month,731,365,38,0.197,0.9024156625440887,0.9922421661089139,0.014453101787163348,0.048708826203447964,0.052054794520547946
y_day4,day,2021,cal+FC,lgbm,month,731,365,38,3.523,0.8710077616771326,0.9855491329479767,0.02272541019866471,0.1460520275956553,0.052054794520547946
y_day4,day,2021,cal+AR(D-1)+FC,logit,month,700,365,55,0.316,0.8500106428024048,0.989199878308488,0.015452340312759143,0.05597385123880073,0.052054794520547946
y_day4,day,2021,cal+AR(D-1)+FC,lgbm,month,700,365,55,4.1,0.8745403573035149,0.9882871919683602,0.022191606102126765,0.14487956098686125,0.052054794520547946
y_day4,day,2022,cal,logit,month,1097,365,7,0.065,0.06449038306669415,0.6081690140845071,0.03233152697724843,0.14921992943943682,0.0273972602739726
y_day4,day,2022,cal,lgbm,month,1097,365,7,1.878,0.059186167941622694,0.7154929577464788,0.05917182580284442,0.3864348778012882,0.0273972602739726
y_day4,day,2022,cal+AR(D-2),logit,month,1065,365,14,0.086,0.16619448948629276,0.8284507042253522,0.026073397358958177,0.11160010743680306,0.0273972602739726
y_day4,day,2022,cal+AR(D-2),lgbm,month,1065,365,14,2.344,0.22304458837522553,0.7997183098591549,0.025051783535797116,0.23001754125301907,0.0273972602739726
y_day4,day,2022,cal+AR(D-1),logit,month,1065,365,24,0.112,0.2138505264560252,0.9377464788732395,0.02911295973781897,0.09795269106872535,0.0273972602739726
y_day4,day,2022,cal+AR(D-1),lgbm,month,1065,365,24,2.796,0.23538522293080497,0.8901408450704226,0.03063788730930119,0.21266116412535382,0.0273972602739726
y_day4,day,2022,cal+FC,logit,month,1096,365,38,0.112,0.3912091943695717,0.9585915492957746,0.030994876963720858,0.10340251687699961,0.0273972602739726
y_day4,day,2022,cal+FC,lgbm,month,1096,365,38,2.592,0.42658334556419364,0.9543661971830985,0.03707062412727367,0.2526845769889276,0.0273972602739726
y_day4,day,2022,cal+AR(D-1)+FC,logit,month,1065,365,55,0.132,0.5416455766455767,0.9847887323943663,0.019227446745752132,0.06131739339735529,0.0273972602739726
y_day4,day,2022,cal+AR(D-1)+FC,lgbm,month,1065,365,55,3.632,0.6237016209596854,0.984225352112676,0.027686549723321043,0.15184967705715136,0.0273972602739726
y_day4,day,2023,cal,logit,month,1462,365,7,0.051,0.138947986486437,0.612034632034632,0.08930948544414226,0.34925423938758293,0.0958904109589041
y_day4,day,2023,cal,lgbm,month,1462,365,7,1.865,0.13921792159520546,0.631082251082251,0.10764033453522655,1.1516268842238986,0.0958904109589041
y_day4,day,2023,cal+AR(D-2),logit,month,1430,365,14,0.089,0.17844047657994042,0.66995670995671,0.08713557106855362,0.33441088813087894,0.0958904109589041
y_day4,day,2023,cal+AR(D-2),lgbm,month,1430,365,14,2.289,0.21352232645611238,0.6781818181818182,0.09487631848786192,0.9985383428725817,0.0958904109589041
y_day4,day,2023,cal+AR(D-1),logit,month,1430,365,24,0.156,0.3153535988063484,0.7554978354978354,0.07875595468912382,0.29944692799910044,0.0958904109589041
y_day4,day,2023,cal+AR(D-1),lgbm,month,1430,365,24,2.738,0.34119825782214086,0.8224242424242424,0.09101833524432312,0.7769546585491302,0.0958904109589041
y_day4,day,2023,cal+FC,logit,month,1461,365,38,0.189,0.8505986935254273,0.9774891774891775,0.03541338655522739,0.12064938671867419,0.0958904109589041
y_day4,day,2023,cal+FC,lgbm,month,1461,365,38,2.287,0.8321344406317196,0.9691774891774891,0.04275751165830021,0.30224653787562883,0.0958904109589041
y_day4,day,2023,cal+AR(D-1)+FC,logit,month,1430,365,55,0.184,0.8545962240033632,0.9806060606060606,0.035687806714455005,0.12083697509446278,0.0958904109589041
y_day4,day,2023,cal+AR(D-1)+FC,lgbm,month,1430,365,55,3.258,0.8327366335785334,0.9764502164502165,0.047793570422500035,0.27287809396674445,0.0958904109589041
y_day4,day,2024,cal,logit,month,1827,366,7,0.044,0.32875361707537964,0.6863578645171976,0.13228088435568905,0.4387238315448993,0.16120218579234974
y_day4,day,2024,cal,lgbm,month,1827,366,7,1.972,0.23830012823763588,0.5976370562579363,0.17147573819871523,1.3898987528675069,0.16120218579234974
y_day4,day,2024,cal+AR(D-2),logit,month,1795,366,14,0.146,0.3458368009144872,0.6955225528625849,0.1256826317263822,0.4167128998481083,0.16120218579234974
y_day4,day,2024,cal+AR(D-2),lgbm,month,1795,366,14,3.162,0.26203116008693933,0.6464417821454204,0.1605329668284792,1.300813373520705,0.16120218579234974
y_day4,day,2024,cal+AR(D-1),logit,month,1795,366,24,0.207,0.505648664456949,0.8025727378126207,0.10733793227379634,0.35560357966715406,0.16120218579234974
y_day4,day,2024,cal+AR(D-1),lgbm,month,1795,366,24,3.725,0.49567805752403876,0.8161541434328936,0.13209671273560447,0.9072816161853917,0.16120218579234974
y_day4,day,2024,cal+FC,logit,month,1826,366,38,0.263,0.7939165306329203,0.9403743167890466,0.07254153765798611,0.23251224241040147,0.16120218579234974
y_day4,day,2024,cal+FC,lgbm,month,1826,366,38,4.021,0.7953139264428609,0.9419753768011926,0.08247906420705095,0.6130469140200376,0.16120218579234974
y_day4,day,2024,cal+AR(D-1)+FC,logit,month,1795,366,55,0.272,0.7634528515407202,0.9313200463755315,0.07784845477207225,0.26914428455278494,0.16120218579234974
y_day4,day,2024,cal+AR(D-1)+FC,lgbm,month,1795,366,55,4.425,0.8040041396119494,0.9452879147573566,0.07356519032332913,0.4750255118972361,0.16120218579234974
y_day4,day,2025,cal,logit,month,2193,365,7,0.07,0.510784079237983,0.8114101088784633,0.14128479275036143,0.43261715665731487,0.21643835616438356
y_day4,day,2025,cal,lgbm,month,2193,365,7,2.415,0.49489153452975176,0.7557758696999203,0.1691933499449488,0.8606214805010397,0.21643835616438356
y_day4,day,2025,cal+AR(D-2),logit,month,2161,365,14,0.096,0.6407085483723921,0.8495175710365584,0.12219063252779314,0.3821163918828267,0.21643835616438356
y_day4,day,2025,cal+AR(D-2),lgbm,month,2161,365,14,3.119,0.5546028663337552,0.800300964857927,0.1647872450487897,0.8446543461330372,0.21643835616438356
y_day4,day,2025,cal+AR(D-1),logit,month,2161,365,24,0.143,0.7318385772526007,0.9109940692219174,0.10110279050795204,0.3120066935366566,0.21643835616438356
y_day4,day,2025,cal+AR(D-1),lgbm,month,2161,365,24,4.388,0.6600888773421647,0.8652739665397894,0.141296417300585,0.8167669240697552,0.21643835616438356
y_day4,day,2025,cal+FC,logit,month,2192,365,38,0.305,0.8319048846846485,0.9447640966628309,0.0754817011391964,0.2537448098575367,0.21643835616438356
y_day4,day,2025,cal+FC,lgbm,month,2192,365,38,4.513,0.799765206463917,0.9396299902629016,0.10523968343121466,0.6674610977837914,0.21643835616438356
y_day4,day,2025,cal+AR(D-1)+FC,logit,month,2161,365,55,0.371,0.8551305363914075,0.9530406302558201,0.06998107532884251,0.23883582948390591,0.21643835616438356
y_day4,day,2025,cal+AR(D-1)+FC,lgbm,month,2161,365,55,8.289,0.8442041879458331,0.952819332566168,0.08379380262202057,0.5073960205046336,0.21643835616438356
