task,level,test_year,features,model,recal,n_train,n_test,n_features,fit_seconds,PR_AUC,ROC_AUC,Brier,LogLoss,base_rate
y_run3,hour,2023,cal,lgbm,month,35065,8760,7,4.226,0.10377831777032256,0.7864731284901741,0.036493210339093196,0.33620691092629557,0.03333333333333333
y_run3,hour,2023,cal+AR(D-2),logit,month,34298,8760,14,0.343,0.14640965240583545,0.8160322341643965,0.03100258123529425,0.13157559226904453,0.03333333333333333
y_run3,hour,2023,cal+AR(D-2),lgbm,month,34298,8760,14,5.896,0.19810991537640107,0.8364066817220025,0.03220417357178636,0.3281154666219862,0.03333333333333333
y_run3,hour,2023,cal+AR(D-1),logit,month,34298,8760,24,0.596,0.20076087382735253,0.8171836276457379,0.031007455090548863,0.1442012857971003,0.03333333333333333
y_run3,hour,2023,cal+AR(D-1),lgbm,month,34298,8760,24,7.356,0.24214462951663374,0.8617191392575433,0.03165125491244055,0.31327113136445023,0.03333333333333333
y_run3,hour,2023,cal+FC,logit,month,35059,8760,38,0.827,0.7835256726485057,0.9874232404345772,0.0163445755670753,0.05581645497226771,0.03333333333333333
y_run3,hour,2023,cal+FC,lgbm,month,35059,8760,38,6.217,0.7608938364238338,0.9864101597634285,0.018178855646058582,0.12591670580886458,0.03333333333333333
y_run3,hour,2023,cal+AR(D-1)+FC,logit,month,34298,8760,55,1.918,0.7743079104592864,0.9858860270090138,0.01844925466031923,0.0639434551274432,0.03333333333333333
y_run3,hour,2023,cal+AR(D-1)+FC,lgbm,month,34298,8760,55,8.859,0.8278712996744418,0.9904422612769426,0.01624506560113705,0.10073348757876933,0.03333333333333333
y_run3,hour,2024,cal,logit,month,43825,8784,7,0.225,0.2749095328302421,0.8137705748647108,0.042236459408043714,0.1647843963666723,0.048383424408014575
y_run3,hour,2024,cal,lgbm,month,43825,8784,7,4.124,0.15883588269166754,0.7798909241887926,0.05126238848618524,0.32663513345183093,0.048383424408014575
y_run3,hour,2024,cal+AR(D-2),logit,month,43058,8784,14,0.366,0.2939274607689115,0.8561150714622492,0.03943110827550841,0.14783176524011366,0.048383424408014575
y_run3,hour,2024,cal+AR(D-2),lgbm,month,43058,8784,14,5.767,0.2506101974913023,0.8357014278375544,0.04506866255669452,0.2941038280362488,0.048383424408014575
y_run3,hour,2024,cal+AR(D-1),logit,month,43058,8784,24,0.804,0.4506480590150481,0.9051640007600121,0.03419320555642299,0.12660687715988653,0.048383424408014575
y_run3,hour,2024,cal+AR(D-1),lgbm,month,43058,8784,24,7.397,0.40396292116621746,0.8870109709154628,0.039123608418262755,0.2513060963149035,0.048383424408014575
y_run3,hour,2024,cal+FC,logit,month,43819,8784,38,1.375,0.75234444479482,0.981953934821925,0.0228815841347697,0.07530632518080331,0.048383424408014575
y_run3,hour,2024,cal+FC,lgbm,month,43819,8784,38,8.99,0.7264318815330189,0.972440553682892,0.02871735437501995,0.2104555323520017,0.048383424408014575
