family,task,test_year,n_days,mean_diff,gw_uncond_z,gw_uncond_p,gw_cond_W,gw_cond_p,boot5_lo,boot5_hi,boot10_lo,boot10_hi,boot20_lo,boot20_hi,boot10_excludes_zero,gw_uncond_bh05,gw_cond_bh05
infoset,y_neg,2021,365,0.001060644191003109,1.2585201180344958,0.20820371614778166,1.9832958140176276,0.3709648714379437,-0.0005981679432139966,0.002980890751517517,-0.0006305993264137131,0.0029744750651480114,-0.0006094077565042557,0.0030346071365208722,False,False,False
infoset,y_neg,2022,365,-0.00023068809439125376,-0.42907425349429035,0.6678691883348669,0.18491679436059283,0.9116871389311682,-0.0014650871421667659,0.000578037866968529,-0.0014292438528851076,0.0005729670502707015,-0.001417833393185912,0.0005605168442882516,False,False,False
infoset,y_neg,2023,365,-0.0009265220090534695,-1.022137543016494,0.3067158063642146,3.3952838644703007,0.1831148124858005,-0.0029215479764160804,0.0007149571236106242,-0.002829271584242601,0.0007641641654612861,-0.0029015226569903563,0.0008302673435595741,False,False,False
infoset,y_neg,2024,366,0.006879247815188966,3.4229800824253727,0.0006193861561243352,17.35869580588688,0.00017006192833201835,0.0029783597587379608,0.010978492720637726,0.0028084525438092675,0.011486302455912615,0.0024330758516821404,0.011836890220794413,True,True,True
infoset,y_neg,2025,365,0.007004219984762599,3.5709793986765037,0.00035564887080430374,14.775560986492044,0.0006187677898351093,0.0032744696690871484,0.01092904889983943,0.0031643826861583384,0.011161588047958203,0.0029602060563578446,0.011531786289667912,True,True,True
infoset,y_run3,2021,365,0.0006418392903237655,1.0151590359769531,0.3100300238976741,1.1132378637842728,0.5731436292031934,-0.00043574787215212363,0.0019580657080343553,-0.00042672279767301123,0.0019155742434826305,-0.0003548225420391435,0.0018362367716224998,False,False,False
infoset,y_run3,2022,365,0.0007252424431881631,1.1690734232156075,0.24237405057492523,1.597170126036454,0.44996518628652526,-0.00018703359940051292,0.00213526506631069,-0.0001861456366621607,0.0021232561838749357,-0.0001666714369713972,0.0020124959950823364,False,False,False
infoset,y_run3,2023,365,-0.00048070330416167937,-0.4177719694998316,0.6761138468841144,5.927249592554613,0.05163142417192121,-0.0025777154495041847,0.0013711337415037205,-0.0023736208705694155,0.0012997546124416902,-0.0022341279032445397,0.0011081176395698166,False,False,False
infoset,y_run3,2024,366,0.006272951263944292,2.612763119445672,0.008981352834603662,9.899119756378118,0.007086527177971958,0.0015525364551882178,0.011409099607084767,0.0011354246240698892,0.01176033050418364,0.0009682151419929822,0.012266262212651443,True,True,True
infoset,y_run3,2025,365,0.007891378983914453,3.65391038418903,0.0002582764458556319,19.283159768656528,6.497032801769785e-05,0.0036851810578804557,0.012511187182518155,0.003162293488518564,0.013109404837353091,0.002619129194033398,0.013991786463982966,True,True,True
infoset,y_run4,2021,365,-0.00043123331793695253,-1.150194106182612,0.25006393319114295,3.183678841474295,0.20355085151168217,-0.001229312300054823,0.00022748106235490984,-0.0012465240563978646,0.00019508365513151352,-0.0011816386788887389,0.0001902295277719433,False,False,False
infoset,y_run4,2022,365,-0.000262881542340174,-0.35411095870757137,0.7232557296662288,0.4178401897470818,0.8114600728727028,-0.0017073105511680002,0.0011887890025554244,-0.0017298857208121743,0.0012799389368454742,-0.0017880675203666861,0.0012780940287750937,False,False,False
infoset,y_run4,2023,365,0.0005558583818356212,0.7200627097148552,0.4714863859006426,1.3146745786224718,0.5182293939371533,-0.0008762437617888145,0.002156725565032635,-0.0008219157489120673,0.002130976101877854,-0.0008303124583743744,0.0022039401998703344,False,False,False
infoset,y_run4,2024,366,0.005961467520053749,2.6399057270526622,0.008292909213156285,16.565603562272102,0.0002528278384923192,0.0017621487887845542,0.010442343500221316,0.0017069507500616144,0.010454875246480935,0.0014713614020115521,0.010785397057465028,True,True,True
infoset,y_run4,2025,365,0.004285148965425919,2.205641014548739,0.027409144944597674,6.293398423756589,0.042993806356745566,0.0005392223483569028,0.008102498993212694,0.0007234907942118894,0.008094921746072431,0.0006375787714112367,0.008183263387717668,True,False,False
infoset,y_run6,2021,365,0.0002747556826387402,1.2270152066904645,0.21981687548403417,3.9619138365709916,0.13793717952737644,-3.85121691658767e-07,0.0007693201015729928,-5.460707129444733e-07,0.0007695666000263508,-2.8381198955771564e-08,0.0007288501415649331,False,False,False
infoset,y_run6,2022,365,-0.0005142500543419582,-0.9179835547906018,0.3586274755504375,1.998436288568227,0.36816718228663925,-0.001686885657399011,0.00010349068929670572,-0.001684436707967641,0.00010266424353357394,-0.0016632898126105545,9.349493319500803e-05,False,False,False
infoset,y_run6,2023,365,-0.00010437324705093925,-0.1431485490052728,0.8861728631658736,139.91745987387452,4.142949384378717e-31,-0.0018370604241943638,0.0011462121000997826,-0.0015224279938246062,0.0009735524573838933,-0.0013063031507923029,0.0007577340963409546,False,False,True
infoset,y_run6,2024,366,0.002715403093439731,1.1457639838896092,0.25189282122917334,8.387175305374976,0.015092042622774682,-0.001536432909327612,0.007023816322201511,-0.0014170423659928969,0.0066731519399962375,-0.0009088618227406233,0.0061892926602511375,False,False,False
infoset,y_run6,2025,365,0.003996523856862099,2.120210421635836,0.03398830393044028,4.989166551096066,0.08253083684437229,0.0006076951066097471,0.007710338597094672,0.0006432558318177385,0.00795791302498049,0.0004469555127162676,0.008147430840439921,True,False,False
